ba_id,date,ba_firm_name,ba_inst_type,ba_pricing_region,ba_state,pd_id,pd_prodcode,pd_ownership,pd_promo_status,pd_minterm,pd_maxterm,pd_mintier,pd_maxtier,pd_prodname,pd_statepass,pd_numbcheck,pd_relation,pd_grandfathered,pd_clubacct,pd_cd_ira,pd_inssweep,pd_core,pd_promo,pd_variable,pd_senior,pd_addon,pd_autotransfer,pd_bumprate,pd_callable,pd_coupon_required,pd_direct_deposit,pd_gifts,pd_indexed_rate,pd_new_money_required,pd_no_penalty,pd_stepped_rate,pd_teaser_intro,pd_index_code,pd_notes,pd_iolta,pd_bonus_rate,pd_internetonly,pd_bonus_term,pd_minor_youth,pd_no_bumps,pd_no_np,pd_publicfund,pd_retention,pd_escrow,pd_student,pd_ltd_location,pd_linked_product,pd_hsa,pd_iorebta,pd_hoa,pd_non_profit,pd_pvt_bank,pd_sb_com,pd_debit_card_req,pd_no_debit_trans,pd_bill_pay_req,pd_affinity_grp,pd_estmnt_req,pd_no_bill_pay,pd_hybrid_checking,pr_rate,pr_apy
10040,2017-11-07,Bank of America,B,,SC,243217,C  ,O,O,120.0,120.0,100000,499999,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.75,0.75
10040,2017-11-07,Bank of America,B,,SC,243417,C  ,O,O,0.23,0.9,500000,0,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.03,0.03
10040,2017-11-07,Bank of America,B,,SC,243425,C  ,O,O,0.93,2.93,500000,0,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.03,0.03
10040,2017-11-07,Bank of America,B,,SC,243433,C  ,O,O,3.0,5.93,500000,0,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.03,0.03
10040,2017-11-07,Bank of America,B,,SC,243441,C  ,O,O,6.0,11.0,500000,0,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.03,0.03
10040,2017-11-07,Bank of America,B,,SC,243449,C  ,O,O,12.0,17.0,500000,0,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.05,0.05
10040,2017-11-07,Bank of America,B,,SC,243457,C  ,O,O,18.0,23.0,500000,0,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.07,0.07
10040,2017-11-07,Bank of America,B,,SC,243465,C  ,O,O,24.0,35.0,500000,0,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.1,0.1
10040,2017-11-07,Bank of America,B,,SC,243473,C  ,O,O,36.0,47.0,500000,0,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.55,0.55
10040,2017-11-07,Bank of America,B,,SC,243481,C  ,O,O,48.0,59.0,500000,0,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.65,0.65
10040,2017-11-07,Bank of America,B,,SC,243489,C  ,O,O,60.0,119.0,500000,0,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.75,0.75
10040,2017-11-07,Bank of America,B,,SC,243497,C  ,O,O,120.0,120.0,500000,0,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.75,0.75
10040,2017-11-07,Bank of America,B,,SC,243545,C  ,P,O,48.0,59.0,1000,9999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.65,0.65
